account_id,date,service_name,cost_amount,currency
SYNTHETIC-001,2024-07-27,Amazon Relational Database Service,13.81,USD
SYNTHETIC-001,2024-07-27,Amazon Simple Storage Service,2.7,USD
SYNTHETIC-001,2024-07-27,AWS Lambda,0.16,USD
SYNTHETIC-001,2024-07-27,Amazon Elastic Block Store,2.11,USD
SYNTHETIC-001,2024-07-27,Data Transfer,2.55,USD
SYNTHETIC-001,2024-07-27,Other,2.59,USD
SYNTHETIC-001,2024-07-28,Amazon Elastic Compute Cloud - Compute,23.81,USD
SYNTHETIC-001,2024-07-28,Amazon Relational Database Service,14.11,USD
SYNTHETIC-001,2024-07-28,Amazon Simple Storage Service,2.04,USD
SYNTHETIC-001,2024-07-28,AWS Lambda,0.31,USD
SYNTHETIC-001,2024-07-28,Amazon Elastic Block Store,2.1,USD
SYNTHETIC-001,2024-07-28,Data Transfer,2.21,USD
SYNTHETIC-001,2024-07-28,Other,2.43,USD
SYNTHETIC-001,2024-07-29,Amazon Elastic Compute Cloud - Compute,47.92,USD
SYNTHETIC-001,2024-07-29,Amazon Relational Database Service,15.7,USD
SYNTHETIC-001,2024-07-29,Amazon Simple Storage Service,2.63,USD
SYNTHETIC-001,2024-07-29,AWS Lambda,1.56,USD
SYNTHETIC-001,2024-07-29,Amazon Elastic Block Store,2.12,USD
SYNTHETIC-001,2024-07-29,Data Transfer,7.29,USD
SYNTHETIC-001,2024-07-29,Other,3.09,USD
SYNTHETIC-001,2024-07-30,Amazon Elastic Compute Cloud - Compute,55.41,USD
SYNTHETIC-001,2024-07-30,Amazon Relational Database Service,16.1,USD
SYNTHETIC-001,2024-07-30,Amazon Simple Storage Service,2.43,USD
SYNTHETIC-001,2024-07-30,AWS Lambda,1.35,USD
SYNTHETIC-001,2024-07-30,Amazon Elastic Block Store,2.14,USD
SYNTHETIC-001,2024-07-30,Data Transfer,8.36,USD
SYNTHETIC-001,2024-07-30,Other,2.96,USD
SYNTHETIC-001,2024-07-31,Amazon Elastic Compute Cloud - Compute,58.12,USD
SYNTHETIC-001,2024-07-31,Amazon Relational Database Service,15.34,USD
SYNTHETIC-001,2024-07-31,Amazon Simple Storage Service,2.21,USD
SYNTHETIC-001,2024-07-31,AWS Lambda,2.4,USD
SYNTHETIC-001,2024-07-31,Amazon Elastic Block Store,2.02,USD
SYNTHETIC-001,2024-07-31,Data Transfer,7.98,USD
SYNTHETIC-001,2024-07-31,Other,2.65,USD
SYNTHETIC-001,2024-08-01,Amazon Elastic Compute Cloud - Compute,47.83,USD
SYNTHETIC-001,2024-08-01,Amazon Relational Database Service,15.92,USD
SYNTHETIC-001,2024-08-01,Amazon Simple Storage Service,3.14,USD
SYNTHETIC-001,2024-08-01,AWS Lambda,1.62,USD
SYNTHETIC-001,2024-08-01,Amazon Elastic Block Store,2.03,USD
SYNTHETIC-001,2024-08-01,Data Transfer,4.61,USD
SYNTHETIC-001,2024-08-01,Other,2.38,USD
SYNTHETIC-001,2024-08-02,Amazon Elastic Compute Cloud - Compute,44.34,USD
SYNTHETIC-001,2024-08-02,Amazon Relational Database Service,15.43,USD
SYNTHETIC-001,2024-08-02,Amazon Simple Storage Service,3.16,USD
SYNTHETIC-001,2024-08-02,AWS Lambda,2.36,USD
SYNTHETIC-001,2024-08-02,Amazon Elastic Block Store,2.11,USD
SYNTHETIC-001,2024-08-02,Data Transfer,6.76,USD
SYNTHETIC-001,2024-08-02,Other,2.62,USD
SYNTHETIC-001,2024-08-03,Amazon Elastic Compute Cloud - Compute,23.11,USD
SYNTHETIC-001,2024-08-03,Amazon Relational Database Service,14.17,USD
SYNTHETIC-001,2024-08-03,Amazon Simple Storage Service,3.05,USD
SYNTHETIC-001,2024-08-03,AWS Lambda,1.04,USD
SYNTHETIC-001,2024-08-03,Amazon Elastic Block Store,2.07,USD
SYNTHETIC-001,2024-08-03,Data Transfer,3.7,USD
SYNTHETIC-001,2024-08-03,Other,2.81,USD
SYNTHETIC-001,2024-08-04,Amazon Elastic Compute Cloud - Compute,26.84,USD
SYNTHETIC-001,2024-08-04,Amazon Relational Database Service,14.72,USD
SYNTHETIC-001,2024-08-04,Amazon Simple Storage Service,2.71,USD
SYNTHETIC-001,2024-08-04,AWS Lambda,0.43,USD
SYNTHETIC-001,2024-08-04,Amazon Elastic Block Store,2.16,USD
SYNTHETIC-001,2024-08-04,Data Transfer,2.84,USD
SYNTHETIC-001,2024-08-04,Other,3.16,USD
SYNTHETIC-001,2024-08-05,Amazon Elastic Compute Cloud - Compute,52.1,USD
SYNTHETIC-001,2024-08-05,Amazon Relational Database Service,14.37,USD
SYNTHETIC-001,2024-08-05,Amazon Simple Storage Service,3.06,USD
SYNTHETIC-001,2024-08-05,AWS Lambda,1.66,USD
SYNTHETIC-001,2024-08-05,Amazon Elastic Block Store,2.09,USD
SYNTHETIC-001,2024-08-05,Data Transfer,6.2,USD
SYNTHETIC-001,2024-08-05,Other,2.54,USD
SYNTHETIC-001,2024-08-06,Amazon Elastic Compute Cloud - Compute,51.16,USD
SYNTHETIC-001,2024-08-06,Amazon Relational Database Service,14.81,USD
SYNTHETIC-001,2024-08-06,Amazon Simple Storage Service,2.64,USD
SYNTHETIC-001,2024-08-06,AWS Lambda,1.71,USD
SYNTHETIC-001,2024-08-06,Amazon Elastic Block Store,2.02,USD
SYNTHETIC-001,2024-08-06,Data Transfer,4.27,USD
SYNTHETIC-001,2024-08-06,Other,2.81,USD
SYNTHETIC-001,2024-08-07,Amazon Elastic Compute Cloud - Compute,45.32,USD
SYNTHETIC-001,2024-08-07,Amazon Relational Database Service,14.7,USD
SYNTHETIC-001,2024-08-07,Amazon Simple Storage Service,2.7,USD
SYNTHETIC-001,2024-08-07,AWS Lambda,2.58,USD
SYNTHETIC-001,2024-08-07,Amazon Elastic Block Store,2.05,USD
SYNTHETIC-001,2024-08-07,Data Transfer,6.36,USD
SYNTHETIC-001,2024-08-07,Other,3.02,USD
SYNTHETIC-001,2024-08-08,Amazon Elastic Compute Cloud - Compute,49.71,USD
SYNTHETIC-001,2024-08-08,Amazon Relational Database Service,14.17,USD
SYNTHETIC-001,2024-08-08,Amazon Simple Storage Service,2.3,USD
SYNTHETIC-001,2024-08-08,AWS Lambda,0.52,USD
SYNTHETIC-001,2024-08-08,Amazon Elastic Block Store,1.98,USD
SYNTHETIC-001,2024-08-08,Data Transfer,5.14,USD
SYNTHETIC-001,2024-08-08,Other,2.16,USD
SYNTHETIC-001,2024-08-09,Amazon Elastic Compute Cloud - Compute,49.18,USD
SYNTHETIC-001,2024-08-09,Amazon Relational Database Service,15.21,USD
SYNTHETIC-001,2024-08-09,Amazon Simple Storage Service,2.77,USD
SYNTHETIC-001,2024-08-09,AWS Lambda,0.68,USD
SYNTHETIC-001,2024-08-09,Amazon Elastic Block Store,2.09,USD
SYNTHETIC-001,2024-08-09,Data Transfer,6.3,USD
SYNTHETIC-001,2024-08-09,Other,3.13,USD
SYNTHETIC-001,2024-08-10,Amazon Elastic Compute Cloud - Compute,53.33,USD
SYNTHETIC-001,2024-08-10,Amazon Relational Database Service,14.7,USD
SYNTHETIC-001,2024-08-10,Amazon Simple Storage Service,2.67,USD
SYNTHETIC-001,2024-08-10,AWS Lambda,0.36,USD
SYNTHETIC-001,2024-08-10,Amazon Elastic Block Store,2.09,USD
SYNTHETIC-001,2024-08-10,Data Transfer,2.34,USD
SYNTHETIC-001,2024-08-10,Other,2.5,USD
SYNTHETIC-001,2024-08-11,Amazon Elastic Compute Cloud - Compute,27.51,USD
SYNTHETIC-001,2024-08-11,Amazon Relational Database Service,14.11,USD
SYNTHETIC-001,2024-08-11,Amazon Simple Storage Service,2.24,USD
SYNTHETIC-001,2024-08-11,AWS Lambda,0.43,USD
SYNTHETIC-001,2024-08-11,Amazon Elastic Block Store,2.08,USD
SYNTHETIC-001,2024-08-11,Data Transfer,3.31,USD
SYNTHETIC-001,2024-08-11,Other,2.93,USD
SYNTHETIC-001,2024-08-12,Amazon Elastic Compute Cloud - Compute,49.79,USD
SYNTHETIC-001,2024-08-12,Amazon Relational Database Service,15.77,USD
SYNTHETIC-001,2024-08-12,Amazon Simple Storage Service,2.64,USD
SYNTHETIC-001,2024-08-12,AWS Lambda,2.06,USD
SYNTHETIC-001,2024-08-12,Amazon Elastic Block Store,2.15,USD
SYNTHETIC-001,2024-08-12,Data Transfer,7.07,USD
SYNTHETIC-001,2024-08-12,Other,2.91,USD
SYNTHETIC-001,2024-08-13,Amazon Elastic Compute Cloud - Compute,52.03,USD
SYNTHETIC-001,2024-08-13,Amazon Relational Database Service,16.33,USD
SYNTHETIC-001,2024-08-13,Amazon Simple Storage Service,2.64,USD
SYNTHETIC-001,2024-08-13,AWS Lambda,1.95,USD
SYNTHETIC-001,2024-08-13,Amazon Elastic Block Store,2.15,USD
SYNTHETIC-001,2024-08-13,Data Transfer,5.41,USD
SYNTHETIC-001,2024-08-13,Other,3.14,USD
SYNTHETIC-001,2024-08-14,Amazon Elastic Compute Cloud - Compute,49.08,USD
SYNTHETIC-001,2024-08-14,Amazon Relational Database Service,16.49,USD
SYNTHETIC-001,2024-08-14,Amazon Simple Storage Service,3.24,USD
SYNTHETIC-001,2024-08-14,AWS Lambda,1.51,USD
SYNTHETIC-001,2024-08-14,Amazon Elastic Block Store,2.09,USD
SYNTHETIC-001,2024-08-14,Data Transfer,5.09,USD
SYNTHETIC-001,2024-08-14,Other,2.99,USD
SYNTHETIC-001,2024-08-15,Amazon Elastic Compute Cloud - Compute,50.19,USD
SYNTHETIC-001,2024-08-15,Amazon Relational Database Service,15.62,USD
SYNTHETIC-001,2024-08-15,Amazon Simple Storage Service,2.96,USD
SYNTHETIC-001,2024-08-15,AWS Lambda,2.23,USD
SYNTHETIC-001,2024-08-15,Amazon Elastic Block Store,2.01,USD
SYNTHETIC-001,2024-08-15,Data Transfer,4.15,USD
SYNTHETIC-001,2024-08-15,Other,2.16,USD
SYNTHETIC-001,2024-08-16,Amazon Elastic Compute Cloud - Compute,51.89,USD
SYNTHETIC-001,2024-08-16,Amazon Relational Database Service,16.51,USD
SYNTHETIC-001,2024-08-16,Amazon Simple Storage Service,2.68,USD
SYNTHETIC-001,2024-08-16,AWS Lambda,2.24,USD
SYNTHETIC-001,2024-08-16,Amazon Elastic Block Store,2.13,USD
SYNTHETIC-001,2024-08-16,Data Transfer,5.89,USD
SYNTHETIC-001,2024-08-16,Other,2.62,USD
SYNTHETIC-001,2024-08-17,Amazon Elastic Compute Cloud - Compute,21.7,USD
SYNTHETIC-001,2024-08-17,Amazon Relational Database Service,14.35,USD
SYNTHETIC-001,2024-08-17,Amazon Simple Storage Service,2.76,USD
SYNTHETIC-001,2024-08-17,AWS Lambda,1.04,USD
SYNTHETIC-001,2024-08-17,Amazon Elastic Block Store,2.12,USD
SYNTHETIC-001,2024-08-17,Data Transfer,2.8,USD
SYNTHETIC-001,2024-08-17,Other,2.88,USD
SYNTHETIC-001,2024-08-18,Amazon Elastic Compute Cloud - Compute,24.6,USD
SYNTHETIC-001,2024-08-18,Amazon Relational Database Service,13.82,USD
SYNTHETIC-001,2024-08-18,Amazon Simple Storage Service,2.69,USD
SYNTHETIC-001,2024-08-18,AWS Lambda,0.55,USD
SYNTHETIC-001,2024-08-18,Amazon Elastic Block Store,2.11,USD
SYNTHETIC-001,2024-08-18,Data Transfer,2.36,USD
SYNTHETIC-001,2024-08-18,Other,2.78,USD
SYNTHETIC-001,2024-08-19,Amazon Elastic Compute Cloud - Compute,46.6,USD
SYNTHETIC-001,2024-08-19,Amazon Relational Database Service,15.3,USD
SYNTHETIC-001,2024-08-19,Amazon Simple Storage Service,2.62,USD
SYNTHETIC-001,2024-08-19,AWS Lambda,1.85,USD
SYNTHETIC-001,2024-08-19,Amazon Elastic Block Store,2.14,USD
SYNTHETIC-001,2024-08-19,Data Transfer,6.56,USD
SYNTHETIC-001,2024-08-19,Other,2.98,USD
SYNTHETIC-001,2024-08-20,Amazon Elastic Compute Cloud - Compute,45.8,USD
SYNTHETIC-001,2024-08-20,Amazon Relational Database Service,14.75,USD
SYNTHETIC-001,2024-08-20,Amazon Simple Storage Service,2.34,USD
SYNTHETIC-001,2024-08-20,AWS Lambda,1.42,USD
SYNTHETIC-001,2024-08-20,Amazon Elastic Block Store,2.05,USD
SYNTHETIC-001,2024-08-20,Data Transfer,5.73,USD
SYNTHETIC-001,2024-08-20,Other,3.07,USD
SYNTHETIC-001,2024-08-21,Amazon Elastic Compute Cloud - Compute,47.61,USD
SYNTHETIC-001,2024-08-21,Amazon Relational Database Service,15.13,USD
SYNTHETIC-001,2024-08-21,Amazon Simple Storage Service,2.64,USD
SYNTHETIC-001,2024-08-21,AWS Lambda,2.07,USD
SYNTHETIC-001,2024-08-21,Amazon Elastic Block Store,2.18,USD
SYNTHETIC-001,2024-08-21,Data Transfer,5.16,USD
SYNTHETIC-001,2024-08-21,Other,3.02,USD
SYNTHETIC-001,2024-08-22,Amazon Elastic Compute Cloud - Compute,56.3,USD
SYNTHETIC-001,2024-08-22,Amazon Relational Database Service,15.47,USD
SYNTHETIC-001,2024-08-22,Amazon Simple Storage Service,2.45,USD
SYNTHETIC-001,2024-08-22,AWS Lambda,1.77,USD
SYNTHETIC-001,2024-08-22,Amazon Elastic Block Store,2.06,USD
SYNTHETIC-001,2024-08-22,Data Transfer,5.64,USD
SYNTHETIC-001,2024-08-22,Other,2.78,USD
SYNTHETIC-001,2024-08-23,Amazon Elastic Compute Cloud - Compute,44.77,USD
SYNTHETIC-001,2024-08-23,Amazon Relational Database Service,16.2,USD
SYNTHETIC-001,2024-08-23,Amazon Simple Storage Service,2.29,USD
SYNTHETIC-001,2024-08-23,AWS Lambda,1.72,USD
SYNTHETIC-001,2024-08-23,Amazon Elastic Block Store,2.13,USD
SYNTHETIC-001,2024-08-23,Data Transfer,7.15,USD
SYNTHETIC-001,2024-08-23,Other,2.32,USD
SYNTHETIC-001,2024-08-24,Amazon Elastic Compute Cloud - Compute,27.97,USD
SYNTHETIC-001,2024-08-24,Amazon Relational Database Service,15.31,USD
SYNTHETIC-001,2024-08-24,Amazon Simple Storage Service,2.87,USD
SYNTHETIC-001,2024-08-24,AWS Lambda,0.62,USD
SYNTHETIC-001,2024-08-24,Amazon Elastic Block Store,2.03,USD
SYNTHETIC-001,2024-08-24,Data Transfer,3.36,USD
SYNTHETIC-001,2024-08-24,Other,2.72,USD
SYNTHETIC-001,2024-08-25,Amazon Elastic Compute Cloud - Compute,21.22,USD
SYNTHETIC-001,2024-08-25,Amazon Relational Database Service,13.54,USD
SYNTHETIC-001,2024-08-25,Amazon Simple Storage Service,2.83,USD
SYNTHETIC-001,2024-08-25,AWS Lambda,0.11,USD
