account_id,region,db_instance_id,timestamp,cpu_util_avg,free_storage_avg,free_mem_avg,db_conns_avg,read_iops_avg,write_iops_avg,read_latency_avg,write_latency_avg,queue_depth_avg,net_rx_avg,net_tx_avg,period_seconds
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-17T15:00:00+00:00,20.953812,80042813856.69,11279759209.04,37.9,9.23,17.5439,0.00248,0.001053,0.9116,570147.18,478155.95,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-17T16:00:00+00:00,20.651896,80039640720.79,11881184795.46,46.88,40.1358,26.2461,0.002396,0.00343,0.5083,481261.44,907602.16,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-17T17:00:00+00:00,21.0526,79903495046.23,11535432808.01,57.88,68.2674,32.4751,0.001774,0.003815,0.5855,294987.74,733209.65,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-17T18:00:00+00:00,12.393075,79963163970.95,12018941141.1,61.14,13.2526,23.4359,0.002546,0.003667,0.6202,350633.62,694155.19,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-17T19:00:00+00:00,16.149751,80104821499.14,11917324925.41,40.72,47.8657,13.9055,0.002414,0.001895,0.4866,377452.31,959656.95,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-17T20:00:00+00:00,18.151599,80154475633.33,10659599034.59,56.97,57.8999,29.9253,0.003766,0.001572,0.4925,574721.55,841439.51,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-17T21:00:00+00:00,16.485874,80051836109.8,11750867011.14,36.41,35.0697,37.5426,0.00225,0.005516,0.6194,301658.63,880512.65,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-17T22:00:00+00:00,13.644785,79977906338.67,12084681043.99,27.42,37.4189,20.2616,0.002113,0.002926,0.4292,620632.13,828490.42,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-17T23:00:00+00:00,19.731944,80087783924.38,13117368696.96,57.28,29.1743,32.2813,0.002619,0.003964,0.4218,457199.17,542770.42,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-18T00:00:00+00:00,16.52581,79882715235.93,12764403871.86,34.27,31.0098,29.9534,0.002085,0.002314,0.5253,387380.93,821993.75,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-18T01:00:00+00:00,17.891977,79993386770.01,11771364877.05,32.47,48.826,11.2883,0.003108,0.002544,0.8653,517179.7,701404.5,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-18T02:00:00+00:00,15.588422,80017524384.69,12277665046.15,45.67,57.5941,28.2076,0.002916,0.002233,0.4093,511951.55,563993.78,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-18T03:00:00+00:00,18.173596,80098762561.54,12063422634.96,34.87,61.9407,15.6402,0.001735,0.004066,0.296,475778.51,706030.85,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-18T04:00:00+00:00,24.269447,79862283251.62,11675123840.61,36.6,50.6066,32.5194,0.002339,0.004419,0.5844,321909.96,430984.54,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-18T05:00:00+00:00,15.850074,79933962692.91,11737935749.64,53.08,35.5318,38.091,0.002919,0.003031,0.3458,578807.1,550859.08,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-18T06:00:00+00:00,19.915707,79997798044.26,12778498169.75,44.81,45.3173,37.5517,0.001696,0.003562,0.4765,453486.17,423512.92,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-18T07:00:00+00:00,17.983313,79895156985.0,12318000060.89,68.94,41.6089,36.1641,0.002807,0.001848,0.5916,418480.62,632032.78,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-18T08:00:00+00:00,21.281814,79931539897.04,11694862193.45,49.6,64.3475,27.6653,0.002534,0.001582,0.4297,494692.37,551389.97,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-18T09:00:00+00:00,20.578176,79998563556.94,12171530034.35,54.72,63.9826,14.8465,0.001476,0.003538,0.3898,649013.91,941171.82,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-18T10:00:00+00:00,14.717364,79915536527.72,11240733548.79,44.96,35.9209,20.2414,0.000988,0.00389,0.3006,359416.98,342704.96,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-18T11:00:00+00:00,19.619021,79994429303.18,12438741536.5,57.73,48.107,23.5565,0.000717,0.003108,0.5205,475702.39,330533.14,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-18T12:00:00+00:00,22.94183,80025678281.65,11766065021.16,37.09,16.1963,30.2312,0.001725,0.00187,0.8448,604487.4,864775.18,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-18T13:00:00+00:00,17.915574,79876727761.43,11988480680.84,46.14,43.3752,26.6474,0.002149,0.001856,0.6141,550709.49,633963.39,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-18T14:00:00+00:00,15.222583,80145615581.85,12684753374.9,12.66,43.4681,16.8002,0.001271,0.00231,0.4586,436809.83,461038.72,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-18T15:00:00+00:00,13.654921,79811234919.08,11945781335.36,43.72,57.9171,36.8114,0.002079,0.002596,0.878,357339.7,448640.26,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-18T16:00:00+00:00,16.153315,79991560277.21,12810031870.6,34.82,20.6906,34.3322,0.001639,0.001931,0.2675,463095.34,366471.27,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-18T17:00:00+00:00,23.897872,79962436433.05,12026435772.22,53.06,33.74,27.5858,0.001929,0.003477,0.9385,339824.07,705526.5,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-18T18:00:00+00:00,26.450743,79903750586.78,12967145103.85,41.43,60.4233,32.597,0.002254,0.002108,0.4202,518375.52,642730.04,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-18T19:00:00+00:00,13.653335,79897436277.83,12848039362.75,59.65,34.2087,26.7781,0.002993,0.003292,0.4632,511710.86,498244.84,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-18T20:00:00+00:00,15.260314,80037183994.15,12120773416.4,46.05,46.3721,14.0922,0.002339,0.004299,0.5533,523324.79,532414.75,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-18T21:00:00+00:00,17.002641,79939704789.81,11696977704.73,33.07,53.8973,32.5353,0.002677,0.004803,0.4852,496927.0,756350.63,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-18T22:00:00+00:00,11.550873,79891384546.96,12282423408.35,35.25,44.2632,12.7743,0.002232,0.002705,0.4877,469387.75,395306.5,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-18T23:00:00+00:00,22.414803,79874866796.4,11821452852.6,34.97,60.512,28.1003,0.002771,0.003206,0.4457,369607.16,626274.19,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-19T00:00:00+00:00,18.159296,79972777775.0,11615882871.53,57.43,49.5678,15.937,0.003192,0.001318,0.5296,395886.77,1035323.15,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-19T01:00:00+00:00,21.354078,79859061918.56,12605292026.7,16.32,57.5754,26.5784,0.001274,0.003985,0.6059,469720.34,778078.59,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-19T02:00:00+00:00,19.630695,79924025753.77,12338780178.78,18.21,0.0,31.6764,0.002314,0.002335,0.2346,582270.33,617676.34,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-19T03:00:00+00:00,15.590092,79874683407.88,12479672856.45,13.98,42.1737,19.8527,0.001885,0.003669,0.3527,422404.89,346129.67,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-19T04:00:00+00:00,15.807528,79867543434.48,12138546669.88,37.67,38.3836,28.5614,0.00128,0.001864,0.0,442303.19,718302.57,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-19T05:00:00+00:00,17.746122,79904786608.67,12621320726.62,31.42,71.6216,24.016,0.001332,0.002592,0.4322,486422.49,1091838.76,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-19T06:00:00+00:00,18.487873,80007628461.9,12541338164.99,45.57,73.5402,23.4967,0.001488,0.001766,0.3922,238123.72,841050.17,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-19T07:00:00+00:00,15.141867,80002343755.47,12204312472.88,25.9,76.2447,19.1521,0.001309,0.002572,0.5418,340830.92,877746.6,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-19T08:00:00+00:00,18.489698,79936112794.28,11362529757.8,41.54,40.7206,6.5535,0.002235,0.002045,0.3827,359994.57,645252.01,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-19T09:00:00+00:00,22.069521,79919691098.11,11712265437.8,45.55,74.7203,40.1533,0.002402,0.004279,0.4852,639879.26,844467.78,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-19T10:00:00+00:00,20.454813,80053676271.81,11461174388.74,83.24,95.0913,14.0097,0.002705,0.002121,0.7068,615598.85,445739.21,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-19T11:00:00+00:00,24.313025,80055128150.25,12133169709.86,76.37,48.8249,54.8241,0.001973,0.001669,0.7072,770070.88,995476.75,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-19T12:00:00+00:00,24.878866,79960289174.32,10685823876.04,78.37,88.5508,50.9855,0.002345,0.003102,0.5369,758473.69,1125353.41,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-19T13:00:00+00:00,19.370211,79915010953.15,12213466802.63,47.42,70.5819,56.2071,0.003606,0.003704,0.4227,698767.91,716433.42,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-19T14:00:00+00:00,22.069862,79897817134.24,11867099306.11,58.0,76.346,39.2397,0.000692,0.003635,0.7632,685254.41,827336.24,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-19T15:00:00+00:00,23.364832,79917395978.21,12530668839.76,31.67,53.033,49.6084,0.001626,0.004368,0.7652,410727.39,786210.04,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-19T16:00:00+00:00,31.747592,79814733647.76,11634189298.89,55.26,63.9412,52.4858,0.001212,0.003127,0.7529,568356.55,778092.88,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-19T17:00:00+00:00,22.128065,79854224982.97,11988614494.03,67.0,52.1342,42.6593,0.000373,0.001121,0.8485,581386.92,1043866.99,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-19T18:00:00+00:00,17.984682,79874399980.84,12700665955.63,53.29,69.4078,36.105,0.002928,0.002428,0.1351,502172.86,1067245.1,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-19T19:00:00+00:00,18.992656,79929313708.99,12701063082.66,33.01,27.1858,35.6022,0.001429,0.00322,0.1548,298495.87,584279.39,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-19T20:00:00+00:00,26.84337,79988839018.3,11823962643.22,35.4,48.3588,28.2869,0.00257,0.005038,0.3831,715474.99,332707.29,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-19T21:00:00+00:00,18.882656,79893258998.65,12314376620.18,24.34,32.4909,27.3003,0.000896,0.006148,0.6837,532818.46,798991.54,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-19T22:00:00+00:00,20.035097,79940269970.65,12150878142.39,37.64,29.1233,25.1106,0.003168,0.00333,0.7788,552174.49,1178901.2,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-19T23:00:00+00:00,18.934122,79966217835.95,11755623035.75,55.35,38.7068,33.6326,0.000635,0.002543,0.7415,503533.85,994268.47,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-20T00:00:00+00:00,15.973103,79910968173.7,10989434804.19,40.51,57.6146,24.8153,0.002084,0.002052,0.2803,451648.73,877951.75,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-20T01:00:00+00:00,16.568986,79985296695.21,12703012251.76,34.82,27.6855,4.4774,0.002201,0.00227,0.4682,382897.83,670449.57,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-20T02:00:00+00:00,19.546308,79898951852.83,12617301260.08,31.02,35.4502,22.906,0.002347,0.001902,0.6804,270720.88,684971.39,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-20T03:00:00+00:00,19.386456,79807366255.17,12219764499.87,50.45,48.5094,26.3142,0.001928,0.002979,0.6408,423618.6,621390.38,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-20T04:00:00+00:00,21.480236,79975401739.0,12632863422.11,26.85,61.7566,25.2707,0.001259,0.003768,0.5166,341616.04,672931.47,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-20T05:00:00+00:00,20.556466,79786334120.47,12327279048.88,37.99,52.7251,4.7279,0.003279,0.002387,0.3331,425998.18,829833.47,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-20T06:00:00+00:00,17.430605,80052223252.5,11858709481.76,60.24,41.952,27.064,0.000726,0.002195,0.509,304638.07,1057919.41,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-20T07:00:00+00:00,18.859193,79899467474.38,11946317792.06,60.59,56.7288,8.0003,0.001665,0.003919,0.2798,485755.87,265380.91,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-20T08:00:00+00:00,15.645286,79936814098.2,12435674538.52,34.71,58.9,12.1091,0.00185,0.003184,0.1355,579264.99,778350.56,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-20T09:00:00+00:00,19.570039,79972224631.26,11497629634.9,46.18,39.4273,32.3826,0.000241,0.003216,0.9704,555368.41,498884.26,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-20T10:00:00+00:00,22.079081,79922418986.92,12091094964.01,53.2,82.8313,34.1123,0.001682,0.003349,0.6889,578608.54,911157.49,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-20T11:00:00+00:00,21.393265,79986274405.35,11066836946.81,55.4,73.3134,35.4326,0.000606,0.002835,0.7454,622723.93,743126.56,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-20T12:00:00+00:00,33.14183,80002385317.52,12091487919.22,87.27,55.6102,20.8776,0.001866,0.003067,0.2853,669145.99,1157058.61,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-20T13:00:00+00:00,18.306517,79875925575.79,11264471938.14,38.33,66.6038,36.902,0.001823,0.003308,0.5223,534720.81,880022.19,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-20T14:00:00+00:00,23.001163,79929429701.13,12306630377.51,45.19,55.5938,30.2303,0.001499,0.00379,0.4581,584427.65,755480.28,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-20T15:00:00+00:00,26.812711,80016006427.06,12101781691.07,77.24,28.3678,29.0577,0.002524,0.001441,0.5663,607132.6,910163.34,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-20T16:00:00+00:00,23.817859,79995892017.05,12649891210.06,37.06,40.161,40.4397,0.001058,0.004911,0.5794,623049.75,924689.59,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-20T17:00:00+00:00,22.528751,79869456232.85,13012814350.32,58.38,29.7372,29.6335,0.002424,0.00342,0.8457,626875.66,909104.75,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-20T18:00:00+00:00,23.300514,79951298781.55,12326401361.94,46.32,55.1115,41.6961,0.002115,0.002895,0.7679,525880.58,1080921.8,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-20T19:00:00+00:00,22.893763,79927422803.8,11945882421.15,27.81,39.4972,20.3849,0.0028,0.00274,0.3931,558085.54,704588.37,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-20T20:00:00+00:00,20.206999,79899277982.5,12232051947.56,38.39,64.291,29.3185,0.000877,0.002513,0.1973,503940.65,877269.7,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-20T21:00:00+00:00,19.028761,79887619234.88,11316698911.47,39.95,35.0007,36.2996,0.001688,0.003457,0.354,559383.24,516835.6,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-20T22:00:00+00:00,16.580507,79974367255.84,13005706573.99,23.32,25.9293,31.7024,0.003264,0.00384,0.5933,343304.98,772389.66,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-20T23:00:00+00:00,20.044204,79945004440.63,12182613222.74,49.55,8.4741,6.6279,0.001048,0.003086,0.3721,316645.82,1044000.29,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-21T00:00:00+00:00,17.169387,79919693821.41,12560408786.35,66.06,44.1094,28.8538,0.001004,0.002952,0.1979,404654.93,872407.13,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-21T01:00:00+00:00,19.430925,79979697277.22,12150765510.65,54.49,30.2654,39.1657,0.001542,0.002623,0.3874,633182.85,568936.82,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-21T02:00:00+00:00,19.924952,79937434731.32,12058272037.19,31.01,27.8073,15.4782,0.00287,0.002209,0.2075,545396.28,842608.37,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-21T03:00:00+00:00,17.849593,79861430100.34,10355282335.33,31.05,42.2836,16.1557,0.001134,0.005045,0.1064,478130.66,556580.2,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-21T04:00:00+00:00,18.691855,79805332493.26,12705501134.11,36.2,70.2986,40.4513,0.001253,0.001968,0.183,348008.52,961603.18,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-21T05:00:00+00:00,24.427466,79854825533.19,12642386591.55,39.64,40.6009,25.3313,0.002619,0.000968,0.3727,386612.14,880737.39,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-21T06:00:00+00:00,20.936072,79984078824.38,12379643306.39,44.7,32.5688,29.5661,0.001699,0.002469,0.0031,558089.92,524309.54,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-21T07:00:00+00:00,17.853626,80055720789.02,12544668094.25,34.82,82.6937,37.5085,0.001328,0.002544,0.6601,535140.32,803157.03,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-21T08:00:00+00:00,13.177174,79896837950.81,12516264171.84,63.49,47.5927,25.111,0.001833,0.003523,0.0877,410158.35,696311.67,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-21T09:00:00+00:00,25.466991,79899132098.06,11854958613.24,48.03,61.2204,41.3453,0.002314,0.004,0.5172,662253.55,656007.32,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-21T10:00:00+00:00,22.713554,80018717927.44,11471710328.93,62.59,50.6752,37.3918,0.000775,0.004776,0.9051,529301.22,758105.11,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-21T11:00:00+00:00,17.592601,79923581588.73,12136383824.9,61.23,67.0198,26.4302,0.002885,0.004599,0.544,544143.14,921781.67,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-21T12:00:00+00:00,22.559762,79976255205.48,12562182429.19,61.82,55.7977,36.7834,0.00284,0.003658,0.6486,637845.51,1195197.52,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-21T13:00:00+00:00,22.643503,79824765832.79,11808660791.41,77.11,48.4865,48.5402,0.001143,0.003063,0.7395,565282.62,838640.74,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-21T14:00:00+00:00,25.767519,79823267223.53,12670259612.84,47.27,67.7854,30.4062,0.001926,0.002887,0.802,661406.58,734850.4,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-21T15:00:00+00:00,18.328175,79811784443.61,11511397723.48,66.86,62.7286,47.152,0.001383,0.002736,0.5145,446887.32,1204016.92,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-21T16:00:00+00:00,19.706741,79805739998.36,12185071531.21,66.52,72.2601,41.2391,0.003227,0.002413,0.266,656059.5,891608.48,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-21T17:00:00+00:00,26.559293,80057701669.2,12651042232.74,58.24,51.8851,47.2615,0.002872,0.003837,0.6579,512975.95,1021605.98,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-21T18:00:00+00:00,29.233064,79851451556.39,12403695385.96,78.64,70.8941,42.6043,0.002178,0.003804,1.2287,532318.92,834383.98,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-21T19:00:00+00:00,19.515242,79828616064.11,11540379339.03,29.32,45.8253,7.0093,0.001471,0.00187,0.3705,497092.16,813329.81,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-21T20:00:00+00:00,18.418604,79948425995.75,11822463264.67,39.58,33.6392,28.5197,0.001731,0.001332,0.4548,674794.71,406741.84,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-21T21:00:00+00:00,18.260167,79760946429.15,12935405749.22,62.93,61.1538,41.8474,0.001856,0.002305,0.1779,444017.32,899056.0,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-21T22:00:00+00:00,19.757875,79885142735.55,13012064550.6,25.06,32.4771,36.3598,0.000473,0.001711,0.4224,510148.68,841534.79,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-21T23:00:00+00:00,22.746973,79946106407.28,11429675695.11,35.61,38.0097,35.0817,0.002558,0.00255,0.1136,467772.95,417583.8,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-22T00:00:00+00:00,13.673794,79891634918.37,12143715781.18,31.25,45.0062,30.2423,0.003388,0.003725,0.2994,402634.12,778334.72,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-22T01:00:00+00:00,21.21472,79877265363.76,11924608202.98,57.48,45.2593,6.9765,0.004188,0.002649,0.3528,484470.23,739902.97,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-22T02:00:00+00:00,21.273642,79886394437.53,12392129561.4,31.09,9.8592,30.6548,0.001154,0.001416,0.4782,461506.58,814532.47,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-22T03:00:00+00:00,22.192101,79864161737.64,11024530510.46,49.67,53.9794,16.1921,0.003498,0.002175,0.6496,519061.65,516779.7,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-22T04:00:00+00:00,16.032101,79927985134.72,12623072740.11,32.0,35.1804,14.1519,0.003024,0.003885,0.4254,320572.82,684140.5,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-22T05:00:00+00:00,17.948104,79917521333.95,10908610953.83,48.9,40.6934,36.712,0.002438,0.001969,0.4481,400297.43,755446.55,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-22T06:00:00+00:00,14.67075,79842392607.08,11701792688.01,18.76,51.716,45.672,0.001657,0.003419,0.3675,201621.76,523559.74,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-22T07:00:00+00:00,24.417773,80054940289.58,11993332748.13,30.41,56.8792,17.6107,0.002226,0.003008,0.2942,509184.86,706998.48,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-22T08:00:00+00:00,24.966468,79969946385.52,12046172518.59,24.97,30.2216,37.564,0.00264,0.00187,0.4601,372811.99,491587.91,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-22T09:00:00+00:00,17.147886,79868740918.15,11966663850.36,49.18,41.1673,38.7833,0.001539,0.003681,0.6425,554232.3,1140029.2,3600
SYNTHETIC-001,us-east-1,prod-postgres-primary,2025-05-22T10:00:00+00:00,20.992822,79823990333.62,12031202905.76,62.8,57.1584,37.117,0.002213,0.002675,0.6508,621793.64,624743.19,3600
