account_id,date,cost_amount,currency
SYNTHETIC-001,2024-11-19,70.52,USD
SYNTHETIC-001,2024-11-20,59.57,USD
SYNTHETIC-001,2024-11-21,82.67,USD
SYNTHETIC-001,2024-11-22,72.31,USD
SYNTHETIC-001,2024-11-23,46.37,USD
SYNTHETIC-001,2024-11-24,45.24,USD
SYNTHETIC-001,2024-11-25,78.89,USD
SYNTHETIC-001,2024-11-26,90.55,USD
SYNTHETIC-001,2024-11-27,81.83,USD
SYNTHETIC-001,2024-11-28,85.13,USD
SYNTHETIC-001,2024-11-29,76.03,USD
SYNTHETIC-001,2024-11-30,42.25,USD
SYNTHETIC-001,2024-12-01,46.12,USD
SYNTHETIC-001,2024-12-02,79.99,USD
SYNTHETIC-001,2024-12-03,97.63,USD
SYNTHETIC-001,2024-12-04,81.84,USD
SYNTHETIC-001,2024-12-05,90.13,USD
SYNTHETIC-001,2024-12-06,75.82,USD
SYNTHETIC-001,2024-12-07,42.13,USD
SYNTHETIC-001,2024-12-08,43.45,USD
SYNTHETIC-001,2024-12-09,73.74,USD
SYNTHETIC-001,2024-12-10,101.44,USD
SYNTHETIC-001,2024-12-11,72.87,USD
SYNTHETIC-001,2024-12-12,89.02,USD
SYNTHETIC-001,2024-12-13,72.15,USD
SYNTHETIC-001,2024-12-14,54.79,USD
SYNTHETIC-001,2024-12-15,51.58,USD
SYNTHETIC-001,2024-12-16,79.51,USD
SYNTHETIC-001,2024-12-17,80.67,USD
SYNTHETIC-001,2024-12-18,74.73,USD
SYNTHETIC-001,2024-12-19,85.48,USD
SYNTHETIC-001,2024-12-20,76.75,USD
SYNTHETIC-001,2024-12-21,42.17,USD
SYNTHETIC-001,2024-12-22,41.87,USD
SYNTHETIC-001,2024-12-23,82.97,USD
SYNTHETIC-001,2024-12-24,96.74,USD
SYNTHETIC-001,2024-12-25,82.93,USD
SYNTHETIC-001,2024-12-26,80.24,USD
SYNTHETIC-001,2024-12-27,84.23,USD
SYNTHETIC-001,2024-12-28,57.37,USD
SYNTHETIC-001,2024-12-29,55.0,USD
SYNTHETIC-001,2024-12-30,83.73,USD
SYNTHETIC-001,2024-12-31,99.81,USD
SYNTHETIC-001,2025-01-01,85.83,USD
SYNTHETIC-001,2025-01-02,96.71,USD
SYNTHETIC-001,2025-01-03,83.5,USD
SYNTHETIC-001,2025-01-04,42.44,USD
SYNTHETIC-001,2025-01-05,41.6,USD
SYNTHETIC-001,2025-01-06,98.02,USD
SYNTHETIC-001,2025-01-07,98.78,USD
SYNTHETIC-001,2025-01-08,80.12,USD
SYNTHETIC-001,2025-01-09,78.16,USD
SYNTHETIC-001,2025-01-10,96.34,USD
SYNTHETIC-001,2025-01-11,43.28,USD
SYNTHETIC-001,2025-01-12,44.57,USD
SYNTHETIC-001,2025-01-13,88.41,USD
SYNTHETIC-001,2025-01-14,78.22,USD
SYNTHETIC-001,2025-01-15,82.1,USD
SYNTHETIC-001,2025-01-16,80.58,USD
SYNTHETIC-001,2025-01-17,232.52,USD
SYNTHETIC-001,2025-01-18,58.53,USD
SYNTHETIC-001,2025-01-19,50.64,USD
SYNTHETIC-001,2025-01-20,88.7,USD
SYNTHETIC-001,2025-01-21,62.11,USD
SYNTHETIC-001,2025-01-22,81.93,USD
SYNTHETIC-001,2025-01-23,74.11,USD
SYNTHETIC-001,2025-01-24,70.42,USD
SYNTHETIC-001,2025-01-25,44.94,USD
SYNTHETIC-001,2025-01-26,48.24,USD
SYNTHETIC-001,2025-01-27,91.68,USD
SYNTHETIC-001,2025-01-28,69.48,USD
SYNTHETIC-001,2025-01-29,89.62,USD
SYNTHETIC-001,2025-01-30,84.14,USD
SYNTHETIC-001,2025-01-31,85.85,USD
SYNTHETIC-001,2025-02-01,56.45,USD
SYNTHETIC-001,2025-02-02,53.67,USD
SYNTHETIC-001,2025-02-03,96.16,USD
SYNTHETIC-001,2025-02-04,81.36,USD
SYNTHETIC-001,2025-02-05,76.01,USD
SYNTHETIC-001,2025-02-06,80.74,USD
SYNTHETIC-001,2025-02-07,85.43,USD
SYNTHETIC-001,2025-02-08,51.62,USD
SYNTHETIC-001,2025-02-09,43.99,USD
SYNTHETIC-001,2025-02-10,84.02,USD
SYNTHETIC-001,2025-02-11,85.44,USD
SYNTHETIC-001,2025-02-12,108.33,USD
SYNTHETIC-001,2025-02-13,101.98,USD
SYNTHETIC-001,2025-02-14,74.75,USD
SYNTHETIC-001,2025-02-15,48.96,USD
SYNTHETIC-001,2025-02-16,41.82,USD
SYNTHETIC-001,2025-02-17,77.47,USD
SYNTHETIC-001,2025-02-18,86.58,USD
SYNTHETIC-001,2025-02-19,95.54,USD
SYNTHETIC-001,2025-02-20,76.19,USD
SYNTHETIC-001,2025-02-21,76.98,USD
SYNTHETIC-001,2025-02-22,37.76,USD
SYNTHETIC-001,2025-02-23,49.9,USD
SYNTHETIC-001,2025-02-24,72.98,USD
SYNTHETIC-001,2025-02-25,78.37,USD
SYNTHETIC-001,2025-02-26,80.9,USD
SYNTHETIC-001,2025-02-27,89.43,USD
SYNTHETIC-001,2025-02-28,71.41,USD
SYNTHETIC-001,2025-03-01,42.04,USD
SYNTHETIC-001,2025-03-02,64.1,USD
SYNTHETIC-001,2025-03-03,70.94,USD
SYNTHETIC-001,2025-03-04,72.9,USD
SYNTHETIC-001,2025-03-05,102.49,USD
SYNTHETIC-001,2025-03-06,113.31,USD
SYNTHETIC-001,2025-03-07,72.24,USD
SYNTHETIC-001,2025-03-08,48.93,USD
SYNTHETIC-001,2025-03-09,53.31,USD
SYNTHETIC-001,2025-03-10,101.63,USD
SYNTHETIC-001,2025-03-11,74.23,USD
SYNTHETIC-001,2025-03-12,81.76,USD
SYNTHETIC-001,2025-03-13,92.14,USD
SYNTHETIC-001,2025-03-14,88.72,USD
SYNTHETIC-001,2025-03-15,49.03,USD
SYNTHETIC-001,2025-03-16,50.54,USD
SYNTHETIC-001,2025-03-17,208.06,USD
SYNTHETIC-001,2025-03-18,82.05,USD
SYNTHETIC-001,2025-03-19,81.8,USD
SYNTHETIC-001,2025-03-20,86.9,USD
SYNTHETIC-001,2025-03-21,78.94,USD
SYNTHETIC-001,2025-03-22,54.42,USD
SYNTHETIC-001,2025-03-23,57.79,USD
SYNTHETIC-001,2025-03-24,86.27,USD
SYNTHETIC-001,2025-03-25,88.31,USD
SYNTHETIC-001,2025-03-26,85.31,USD
SYNTHETIC-001,2025-03-27,84.8,USD
SYNTHETIC-001,2025-03-28,77.5,USD
SYNTHETIC-001,2025-03-29,57.92,USD
SYNTHETIC-001,2025-03-30,55.17,USD
SYNTHETIC-001,2025-03-31,114.8,USD
SYNTHETIC-001,2025-04-01,101.04,USD
SYNTHETIC-001,2025-04-02,88.97,USD
SYNTHETIC-001,2025-04-03,77.28,USD
SYNTHETIC-001,2025-04-04,73.74,USD
SYNTHETIC-001,2025-04-05,59.23,USD
SYNTHETIC-001,2025-04-06,53.48,USD
SYNTHETIC-001,2025-04-07,90.12,USD
SYNTHETIC-001,2025-04-08,67.4,USD
SYNTHETIC-001,2025-04-09,94.78,USD
SYNTHETIC-001,2025-04-10,89.98,USD
SYNTHETIC-001,2025-04-11,73.99,USD
SYNTHETIC-001,2025-04-12,49.04,USD
SYNTHETIC-001,2025-04-13,53.65,USD
SYNTHETIC-001,2025-04-14,86.01,USD
SYNTHETIC-001,2025-04-15,82.52,USD
SYNTHETIC-001,2025-04-16,84.49,USD
SYNTHETIC-001,2025-04-17,83.0,USD
SYNTHETIC-001,2025-04-18,87.19,USD
SYNTHETIC-001,2025-04-19,61.35,USD
SYNTHETIC-001,2025-04-20,36.1,USD
SYNTHETIC-001,2025-04-21,83.3,USD
SYNTHETIC-001,2025-04-22,87.59,USD
SYNTHETIC-001,2025-04-23,88.86,USD
SYNTHETIC-001,2025-04-24,82.02,USD
SYNTHETIC-001,2025-04-25,67.78,USD
SYNTHETIC-001,2025-04-26,54.36,USD
SYNTHETIC-001,2025-04-27,63.17,USD
SYNTHETIC-001,2025-04-28,75.78,USD
SYNTHETIC-001,2025-04-29,102.55,USD
SYNTHETIC-001,2025-04-30,89.3,USD
SYNTHETIC-001,2025-05-01,85.48,USD
SYNTHETIC-001,2025-05-02,75.26,USD
SYNTHETIC-001,2025-05-03,50.36,USD
SYNTHETIC-001,2025-05-04,60.67,USD
SYNTHETIC-001,2025-05-05,92.29,USD
SYNTHETIC-001,2025-05-06,104.24,USD
SYNTHETIC-001,2025-05-07,98.53,USD
SYNTHETIC-001,2025-05-08,90.92,USD
SYNTHETIC-001,2025-05-09,104.49,USD
SYNTHETIC-001,2025-05-10,55.39,USD
SYNTHETIC-001,2025-05-11,57.87,USD
SYNTHETIC-001,2025-05-12,83.44,USD
SYNTHETIC-001,2025-05-13,87.25,USD
SYNTHETIC-001,2025-05-14,79.35,USD
SYNTHETIC-001,2025-05-15,96.92,USD
SYNTHETIC-001,2025-05-16,74.42,USD
SYNTHETIC-001,2025-05-17,57.74,USD
SYNTHETIC-001,2025-05-18,51.59,USD
SYNTHETIC-001,2025-05-19,98.98,USD
SYNTHETIC-001,2025-05-20,94.65,USD
SYNTHETIC-001,2025-05-21,105.84,USD
SYNTHETIC-001,2025-05-22,94.52,USD
SYNTHETIC-001,2025-05-23,70.53,USD
SYNTHETIC-001,2025-05-24,52.51,USD
SYNTHETIC-001,2025-05-25,45.51,USD
SYNTHETIC-001,2025-05-26,81.63,USD
SYNTHETIC-001,2025-05-27,102.88,USD
SYNTHETIC-001,2025-05-28,93.79,USD
SYNTHETIC-001,2025-05-29,86.24,USD
SYNTHETIC-001,2025-05-30,82.72,USD
SYNTHETIC-001,2025-05-31,57.57,USD
SYNTHETIC-001,2025-06-01,45.37,USD
SYNTHETIC-001,2025-06-02,80.28,USD
SYNTHETIC-001,2025-06-03,191.97,USD
SYNTHETIC-001,2025-06-04,99.5,USD
SYNTHETIC-001,2025-06-05,93.81,USD
SYNTHETIC-001,2025-06-06,63.41,USD
SYNTHETIC-001,2025-06-07,55.2,USD
SYNTHETIC-001,2025-06-08,53.74,USD
SYNTHETIC-001,2025-06-09,91.92,USD
SYNTHETIC-001,2025-06-10,104.6,USD
SYNTHETIC-001,2025-06-11,65.94,USD
SYNTHETIC-001,2025-06-12,81.46,USD
SYNTHETIC-001,2025-06-13,93.94,USD
SYNTHETIC-001,2025-06-14,43.28,USD
SYNTHETIC-001,2025-06-15,62.9,USD
SYNTHETIC-001,2025-06-16,91.71,USD
SYNTHETIC-001,2025-06-17,96.8,USD
SYNTHETIC-001,2025-06-18,81.88,USD
SYNTHETIC-001,2025-06-19,96.53,USD
SYNTHETIC-001,2025-06-20,99.26,USD
SYNTHETIC-001,2025-06-21,55.07,USD
SYNTHETIC-001,2025-06-22,55.11,USD
SYNTHETIC-001,2025-06-23,90.95,USD
SYNTHETIC-001,2025-06-24,79.0,USD
SYNTHETIC-001,2025-06-25,86.61,USD
SYNTHETIC-001,2025-06-26,86.59,USD
SYNTHETIC-001,2025-06-27,92.3,USD
SYNTHETIC-001,2025-06-28,65.0,USD
SYNTHETIC-001,2025-06-29,50.68,USD
SYNTHETIC-001,2025-06-30,93.99,USD
