account_id,region,instance_id,timestamp,cpu_avg,cpu_max,network_in_avg,network_out_avg,disk_read_ops_avg,disk_write_ops_avg,disk_read_bytes_avg,disk_write_bytes_avg,status_check_failed_max,memory_used_percent_avg,period_seconds
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-02T18:00:00+00:00,29.45,36.56,5746822.54,6047478.98,58.4,32.53,475169.54,291239.0,0,39.76,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-02T19:00:00+00:00,19.56,24.84,2034394.24,2660124.85,34.33,32.19,341999.16,186108.93,0,47.29,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-02T20:00:00+00:00,19.57,23.67,2850739.44,7431244.09,36.9,31.86,344490.11,97742.48,0,34.05,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-02T21:00:00+00:00,17.78,29.4,2783814.12,3974958.69,44.25,8.92,206860.63,229266.14,0,41.84,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-02T22:00:00+00:00,9.98,13.8,2000907.88,5476297.06,17.54,15.13,0.0,95902.53,0,38.25,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-02T23:00:00+00:00,4.73,12.12,454209.89,3093138.42,0.0,4.98,30416.39,21086.15,0,53.02,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-03T00:00:00+00:00,9.88,19.57,1492160.99,1242781.44,14.23,11.82,182324.0,12048.95,0,45.72,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-03T01:00:00+00:00,7.8,23.39,3176844.61,373513.3,10.13,0.0,70929.3,103248.4,0,54.65,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-03T02:00:00+00:00,3.45,9.72,0.0,594668.16,0.0,0.0,0.0,26959.0,0,30.94,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-03T03:00:00+00:00,1.0,14.65,0.0,0.0,20.04,24.24,0.0,0.0,0,47.73,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-03T04:00:00+00:00,13.05,20.98,1929722.15,5034675.15,26.1,10.04,204117.7,20508.34,0,43.09,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-03T05:00:00+00:00,7.07,11.23,623006.11,2828410.38,21.91,8.31,153008.97,74952.43,0,45.0,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-03T06:00:00+00:00,7.47,12.06,1147713.4,6178336.62,28.18,10.56,48194.28,0.0,0,54.53,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-03T07:00:00+00:00,15.92,21.32,908747.35,6100210.3,31.08,7.04,218180.85,180297.38,0,45.42,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-03T08:00:00+00:00,18.98,22.49,2911355.96,5366458.36,46.35,0.0,292648.31,203920.99,0,47.37,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-03T09:00:00+00:00,20.7,32.48,3777995.48,8974700.43,19.16,27.61,312147.48,202094.05,0,36.58,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-03T10:00:00+00:00,26.83,36.33,5054321.91,10619289.88,56.49,30.34,621560.12,303419.45,0,51.62,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-03T11:00:00+00:00,28.96,32.29,4129242.84,9701834.54,36.48,35.22,463601.56,383299.77,0,51.01,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-03T12:00:00+00:00,38.37,45.03,4822959.74,10098093.65,52.23,34.22,790622.84,434702.7,0,39.41,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-03T13:00:00+00:00,30.45,33.62,3858439.85,6777719.45,53.87,39.69,568376.15,121196.84,0,47.43,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-03T14:00:00+00:00,35.25,40.32,7491209.68,5273523.45,52.84,39.98,429340.56,470575.92,0,47.95,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-03T15:00:00+00:00,35.96,41.82,6807097.02,11726276.45,62.26,37.84,626367.66,290532.38,0,43.82,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-03T16:00:00+00:00,29.47,34.38,5911490.91,5741594.5,47.87,41.32,416807.84,228920.0,0,46.62,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-03T17:00:00+00:00,27.96,31.01,5988960.59,9169587.97,55.02,32.39,698765.31,263187.06,0,28.97,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-03T18:00:00+00:00,27.61,32.9,4709547.11,9981768.04,29.99,17.6,300038.87,212569.1,0,48.52,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-03T19:00:00+00:00,19.83,24.22,1892234.12,667793.13,33.59,16.06,376438.58,254456.29,0,46.11,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-03T20:00:00+00:00,17.66,21.81,3473398.04,3299986.81,27.64,19.23,376386.18,145100.71,0,49.17,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-03T21:00:00+00:00,11.07,14.66,2674519.04,0.0,5.49,0.0,0.0,56438.84,0,51.0,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-03T22:00:00+00:00,9.0,12.99,2589217.5,5055372.26,14.31,19.83,159212.67,23008.14,0,40.24,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-03T23:00:00+00:00,3.82,11.26,278649.98,2625836.71,23.57,0.0,102949.41,0.0,0,48.8,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-04T00:00:00+00:00,7.54,19.7,2184963.66,800665.24,7.23,0.0,60238.34,109631.24,0,43.49,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-04T01:00:00+00:00,8.15,12.96,2678994.99,1487761.03,0.0,16.69,102684.52,170667.4,0,48.07,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-04T02:00:00+00:00,5.54,10.28,2874345.89,5631294.39,9.93,6.82,199957.35,0.0,0,47.66,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-04T03:00:00+00:00,5.91,10.48,151631.19,0.0,0.0,0.0,52632.47,35644.67,0,60.5,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-04T04:00:00+00:00,10.87,18.68,2159375.12,2084510.19,15.27,12.35,243083.78,81559.32,0,53.51,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-04T05:00:00+00:00,4.0,7.03,3264340.39,1512826.15,21.0,4.73,124744.38,35457.34,0,43.64,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-04T06:00:00+00:00,7.27,12.42,360129.48,3269837.14,22.97,10.2,92541.79,109017.25,0,42.53,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-04T07:00:00+00:00,18.27,30.43,2709392.63,890376.01,15.5,29.18,394018.5,125141.58,0,32.98,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-04T08:00:00+00:00,9.62,15.34,4023748.35,3435101.88,10.44,13.34,4237.5,72414.13,0,45.8,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-04T09:00:00+00:00,21.7,28.65,3961311.89,7123318.7,29.28,28.88,524560.36,139388.04,0,37.9,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-04T10:00:00+00:00,32.68,36.63,6850488.06,7829595.24,69.02,33.73,570489.55,451977.44,0,42.11,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-04T11:00:00+00:00,26.71,31.95,4904000.62,3991148.52,50.89,22.4,559947.93,75559.18,0,38.71,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-04T12:00:00+00:00,26.1,33.23,4597665.9,6601546.75,40.97,24.83,455338.82,180317.12,0,50.65,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-04T13:00:00+00:00,36.32,41.24,6609866.78,10278169.33,80.88,35.62,574625.01,302917.79,0,36.74,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-04T14:00:00+00:00,30.64,38.09,5035986.29,8839256.92,51.58,24.52,600685.12,365553.01,0,43.72,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-04T15:00:00+00:00,30.71,36.46,5306306.92,5293078.81,50.5,32.81,421863.85,322287.47,0,33.36,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-04T16:00:00+00:00,34.68,43.92,5527482.67,9974908.68,33.7,25.43,548622.11,261029.36,0,50.72,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-04T17:00:00+00:00,31.99,40.87,4494203.26,9001563.4,69.43,22.21,558070.28,465603.91,0,31.79,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-04T18:00:00+00:00,17.52,22.63,2399411.59,6297202.58,31.62,3.32,343541.04,128996.89,0,55.2,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-04T19:00:00+00:00,15.8,21.99,3174464.94,5739186.3,30.81,2.32,317136.78,75255.36,0,46.88,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-04T20:00:00+00:00,10.02,15.25,863401.1,106730.7,23.84,11.95,105602.32,216294.31,0,41.47,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-04T21:00:00+00:00,12.11,16.46,1398667.4,4171605.92,14.85,8.82,338097.6,37853.12,0,25.7,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-04T22:00:00+00:00,15.64,31.38,2201397.4,296990.59,22.96,13.35,241674.28,67328.96,0,49.64,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-04T23:00:00+00:00,10.84,21.31,2505863.4,6996036.63,19.79,8.14,166466.35,157620.54,0,31.15,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-05T00:00:00+00:00,3.94,8.89,2504491.68,702321.2,23.25,0.0,124392.58,64952.02,0,38.05,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-05T01:00:00+00:00,3.62,12.68,279541.63,0.0,5.86,0.0,26099.24,29672.98,0,31.35,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-05T02:00:00+00:00,1.0,6.41,0.0,0.0,9.52,3.18,0.0,0.0,0,51.69,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-05T03:00:00+00:00,4.22,19.14,1123521.93,1900739.62,5.36,10.75,132841.85,142338.0,0,40.83,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-05T04:00:00+00:00,1.48,6.87,1037468.39,3391415.55,0.0,0.0,56074.39,0.0,0,52.62,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-05T05:00:00+00:00,1.0,8.13,0.0,0.0,0.0,0.0,0.0,99037.27,0,43.04,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-05T06:00:00+00:00,1.0,4.28,1215840.29,0.0,0.0,5.47,0.0,61798.78,0,44.89,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-05T07:00:00+00:00,8.76,16.93,1447915.35,1914619.97,2.44,0.0,214574.9,59523.81,0,36.82,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-05T08:00:00+00:00,8.06,16.7,0.0,0.0,4.2,19.75,162592.03,141985.38,0,35.88,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-05T09:00:00+00:00,5.32,10.56,944941.0,2516144.3,6.99,7.55,104478.58,115421.39,0,51.46,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-05T10:00:00+00:00,6.09,20.33,2016745.4,3999450.19,0.0,0.0,111403.48,135367.06,0,59.38,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-05T11:00:00+00:00,14.41,19.27,1508536.05,3865569.25,21.02,6.29,445042.23,286913.47,0,54.09,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-05T12:00:00+00:00,10.22,17.49,2342959.74,3610424.58,29.53,15.3,244334.76,153152.5,0,47.73,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-05T13:00:00+00:00,8.04,11.46,783808.04,0.0,30.22,21.87,269922.06,100817.07,0,55.81,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-05T14:00:00+00:00,14.74,18.76,1363195.3,4724649.28,25.17,4.32,240546.96,141021.63,0,59.38,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-05T15:00:00+00:00,16.99,20.05,3080453.98,4619091.42,26.29,8.33,268061.48,110212.14,0,35.0,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-05T16:00:00+00:00,14.39,19.35,611625.82,3591964.06,33.94,22.86,342417.02,147013.06,0,38.24,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-05T17:00:00+00:00,6.71,11.43,1497613.37,4363995.56,22.18,5.65,0.0,41571.47,0,46.74,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-05T18:00:00+00:00,8.53,14.42,1674551.48,1266751.18,7.94,11.02,101967.41,104828.35,0,47.19,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-05T19:00:00+00:00,3.57,8.98,2032776.94,0.0,0.0,0.0,62410.99,38173.38,0,44.06,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-05T20:00:00+00:00,10.55,26.91,2154267.21,5936209.74,6.31,7.51,100544.14,33952.32,0,42.39,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-05T21:00:00+00:00,10.04,22.22,1337394.11,6487453.76,17.09,24.07,158003.47,110884.63,0,47.92,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-05T22:00:00+00:00,15.33,22.58,1847735.47,6025995.74,21.93,11.41,346360.14,155786.85,0,47.23,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-05T23:00:00+00:00,3.83,8.51,1063299.23,0.0,13.05,0.0,0.0,33627.1,0,45.67,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-06T00:00:00+00:00,1.0,8.16,0.0,0.0,0.0,0.63,44553.1,0.0,0,50.79,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-06T01:00:00+00:00,3.22,15.68,0.0,834028.08,3.16,2.39,50868.42,50244.79,0,52.58,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-06T02:00:00+00:00,1.0,9.86,0.0,844500.0,14.12,0.0,0.0,0.0,0,38.34,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-06T03:00:00+00:00,1.05,6.09,213581.12,0.0,12.24,0.0,0.0,48810.04,0,32.71,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-06T04:00:00+00:00,4.36,7.88,579224.18,4339218.88,1.04,20.84,50123.52,0.0,0,45.56,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-06T05:00:00+00:00,1.0,7.76,563699.97,1377830.84,0.0,8.9,132417.44,124904.14,0,49.24,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-06T06:00:00+00:00,8.97,21.38,1177093.45,657989.49,16.14,4.4,132884.22,240273.99,0,43.64,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-06T07:00:00+00:00,7.75,11.91,1367379.95,2078700.03,17.4,17.07,293906.07,102269.61,0,49.72,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-06T08:00:00+00:00,4.37,7.81,1668622.8,2897270.61,9.4,11.46,121910.0,139724.5,0,47.31,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-06T09:00:00+00:00,8.0,12.67,0.0,2899104.81,0.0,0.0,178510.19,118202.35,0,35.7,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-06T10:00:00+00:00,9.27,19.12,1060969.87,6957840.62,15.43,12.53,316187.44,103182.17,0,36.98,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-06T11:00:00+00:00,12.22,15.39,671925.01,2747002.52,12.94,19.61,207127.85,99576.34,0,44.15,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-06T12:00:00+00:00,14.22,20.3,1370287.77,1708824.73,34.75,10.92,95315.79,177705.02,0,48.71,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-06T13:00:00+00:00,8.92,13.07,2222249.76,3127439.57,21.19,0.0,181770.68,64990.42,0,41.14,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-06T14:00:00+00:00,17.75,28.14,4752703.39,7362949.08,28.49,20.57,372515.62,187194.24,0,46.05,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-06T15:00:00+00:00,16.74,20.04,2060713.06,3635053.87,34.24,16.76,313021.0,221006.34,0,42.0,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-06T16:00:00+00:00,15.25,20.14,1306853.58,6951276.25,20.41,2.01,149662.3,70816.39,0,45.42,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-06T17:00:00+00:00,9.54,14.23,2209701.97,3223750.72,19.06,12.82,220613.47,0.0,0,42.08,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-06T18:00:00+00:00,1.61,4.79,263700.36,2520397.88,14.56,3.23,0.0,54912.89,0,40.78,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-06T19:00:00+00:00,7.56,15.49,702228.65,3627357.28,19.37,0.0,223389.41,131485.31,0,45.82,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-06T20:00:00+00:00,3.63,10.93,67337.42,2053188.93,0.0,7.13,0.0,19974.51,0,45.88,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-06T21:00:00+00:00,13.6,23.48,3738681.23,3926351.49,26.78,14.55,271139.35,123705.19,0,56.63,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-06T22:00:00+00:00,2.6,11.26,0.0,572829.64,0.0,6.24,187845.93,19811.51,0,43.42,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-06T23:00:00+00:00,1.0,5.15,0.0,0.0,3.93,11.55,297587.75,0.0,0,56.48,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-07T00:00:00+00:00,8.85,12.61,1907594.45,2483832.97,15.85,5.58,7689.03,0.0,0,50.23,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-07T01:00:00+00:00,6.03,12.01,1013505.63,3197864.51,11.85,0.78,223129.3,186634.84,0,48.96,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-07T02:00:00+00:00,9.41,18.62,2698432.65,3737531.69,21.67,13.57,47099.57,150157.85,0,34.15,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-07T03:00:00+00:00,3.22,12.74,1376886.83,3833463.25,2.65,0.0,29622.95,40362.5,0,45.63,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-07T04:00:00+00:00,10.97,15.77,2180367.81,948079.03,22.79,10.99,107852.0,90833.65,0,43.53,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-07T05:00:00+00:00,7.05,18.91,1076554.0,1392207.78,0.0,0.0,91192.66,15631.79,0,56.05,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-07T06:00:00+00:00,9.42,18.86,1631704.63,2586455.67,14.81,9.45,328879.5,0.0,0,28.99,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-07T07:00:00+00:00,13.1,16.17,2873437.76,4439507.73,17.99,21.25,321352.87,145724.63,0,52.7,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-07T08:00:00+00:00,20.95,26.76,4189483.51,5807892.91,34.93,32.73,104079.45,96085.27,0,35.5,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-07T09:00:00+00:00,20.73,25.0,1947674.35,3557683.94,25.94,40.39,525674.19,174360.05,0,42.09,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-07T10:00:00+00:00,23.98,36.52,3879786.48,4398962.7,39.12,11.18,323469.22,251690.17,0,47.93,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-07T11:00:00+00:00,31.46,41.06,6098019.06,6788909.94,58.76,31.37,386694.58,289304.18,0,47.92,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-07T12:00:00+00:00,34.15,37.85,7223445.56,11121688.21,54.35,40.15,762546.02,498338.77,0,35.18,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-07T13:00:00+00:00,30.76,41.18,4068385.62,5557584.4,46.4,34.12,502427.0,255554.91,0,39.61,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-07T14:00:00+00:00,32.51,39.9,7699966.21,9264355.48,63.05,28.6,523237.67,268015.68,0,23.79,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-07T15:00:00+00:00,28.18,40.23,2446882.89,5123948.72,60.22,27.82,598723.04,314678.61,0,51.26,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-07T16:00:00+00:00,26.85,32.47,5203714.23,6006705.42,50.35,31.38,392544.74,178678.53,0,35.53,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-07T17:00:00+00:00,25.3,29.94,3424140.84,6799837.35,47.87,30.25,576854.68,355158.47,0,36.99,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-07T18:00:00+00:00,27.89,33.55,5693206.15,7573306.59,42.36,13.43,447676.88,154149.34,0,52.74,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-07T19:00:00+00:00,23.31,30.29,4186970.74,4765216.96,32.57,29.51,384646.17,372271.84,0,41.14,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-07T20:00:00+00:00,18.5,21.98,3879111.34,4039018.02,30.34,17.58,224727.62,237966.52,0,50.2,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-07T21:00:00+00:00,14.08,24.76,3796011.47,3004777.29,27.2,9.09,237002.2,92820.04,0,57.96,3600
SYNTHETIC-001,us-east-1,i-fe01442ffcbdd8b17,2025-04-07T22:00:00+00:00,11.27,15.36,3071951.91,0.0,0.0,17.64,193880.18,132735.7,0,34.39,3600
